id,name,category,measure,date,non_compliance
PNG,Papua New Guinea,Governance and socio-economic measures,Economic measures,2020-03-18,
PNG,Papua New Guinea,Governance and socio-economic measures,State of emergency declared,2020-03-24,Not applicable
PNG,Papua New Guinea,Lockdown,Partial lockdown,2020-03-24,Not available
PNG,Papua New Guinea,Social distancing,Schools closure,2020-03-24,Not applicable
PNG,Papua New Guinea,Social distancing,Public services closure,2020-03-24,Not available
PNG,Papua New Guinea,Movement restrictions,Domestic travel restrictions,2020-03-24,Not applicable
PNG,Papua New Guinea,Movement restrictions,Surveillance and monitoring,2020-03-26,Not available
PNG,Papua New Guinea,Public health measures,Awareness campaigns,2020-03-26,Not applicable
PNG,Papua New Guinea,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-04-02,Not applicable
PRY,Paraguay,Social distancing,Limit public gatherings,2020-03-10,Not applicable
PRY,Paraguay,Movement restrictions,International flights suspension,2020-03-13,Not applicable
PRY,Paraguay,Movement restrictions,Additional health/documents requirements upon arrival,2020-02-07,Not applicable
PRY,Paraguay,Public health measures,Health screenings in airports and border crossings,2020-03-10,Not applicable
PRY,Paraguay,Social distancing,Schools closure,2020-03-10,Not applicable
PRY,Paraguay,Governance and socio-economic measures,State of emergency declared,2020-03-16,Not applicable
PRY,Paraguay,Governance and socio-economic measures,Economic measures,2020-03-12,Not applicable
PRY,Paraguay,Public health measures,Strengthening the public health system,2020-03-13,Not applicable
PRY,Paraguay,Movement restrictions,Border closure,2020-03-18,Not applicable
PRY,Paraguay,Public health measures,Introduction of quarantine policies,2020-03-15,Not applicable
PRY,Paraguay,Movement restrictions,Curfews,2020-03-17,Not available
PRY,Paraguay,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-19,Not applicable
PRY,Paraguay,Movement restrictions,Border closure,2020-03-25,Not applicable
PRY,Paraguay,Lockdown,Partial lockdown,2020-03-20,Not available
PRY,Paraguay,Movement restrictions,International flights suspension,2020-03-24,Not applicable
PRY,Paraguay,Public health measures,Strengthening the public health system,2020-03-24,
PER,Peru,Public health measures,Introduction of quarantine policies,2020-03-11,Not applicable
PER,Peru,Movement restrictions,International flights suspension,2020-03-16,Not applicable
PER,Peru,Movement restrictions,International flights suspension,2020-03-16,Not applicable
PER,Peru,Governance and socio-economic measures,State of emergency declared,2020-03-16,Not applicable
PER,Peru,Movement restrictions,Additional health/documents requirements upon arrival,2020-03-16,Not applicable
PER,Peru,Movement restrictions,Curfews,2020-03-18,Not available
PER,Peru,Lockdown,Partial lockdown,2020-03-16,Not applicable
PER,Peru,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-16,Not applicable
PER,Peru,Movement restrictions,Border closure,2020-03-16,Not applicable
PER,Peru,Movement restrictions,Domestic travel restrictions,2020-03-16,Not applicable
PER,Peru,Governance and socio-economic measures,Military deployment,2020-03-16,Not applicable
PER,Peru,Social distancing,Schools closure,2020-03-11,Not applicable
PER,Peru,Social distancing,Schools closure,2020-03-12,Not applicable
PER,Peru,Movement restrictions,Curfews,2020-03-31,Not available
PER,Peru,Movement restrictions,Curfews,2020-03-31,Not available
PER,Peru,Movement restrictions,Domestic travel restrictions,2020-03-19,Not available
PER,Peru,Governance and socio-economic measures,State of emergency declared,2020-03-26,Not applicable
PHL,Philippines,Public health measures,Introduction of quarantine policies,2020-03-15,Not applicable
PHL,Philippines,Movement restrictions,Domestic travel restrictions,2020-03-15,Not applicable
PHL,Philippines,Social distancing,Limit public gatherings,2020-03-10,Not applicable
PHL,Philippines,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-15,Not applicable
PHL,Philippines,Social distancing,Public services closure,2020-03-15,Not applicable
PHL,Philippines,Movement restrictions,Visa restrictions,2020-03-15,Not applicable
PHL,Philippines,Movement restrictions,Visa restrictions,2020-03-15,Not applicable
PHL,Philippines,Movement restrictions,Additional health/documents requirements upon arrival,2020-03-17,Not applicable
PHL,Philippines,Movement restrictions,Visa restrictions,2020-03-19,Not applicable
PHL,Philippines,Movement restrictions,Visa restrictions,2020-03-03,Not applicable
PHL,Philippines,Movement restrictions,Visa restrictions,2020-02-02,Not applicable
PHL,Philippines,Movement restrictions,Border closure,2020-01-19,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,2020-01-31,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,2020-03-11,Not applicable
PHL,Philippines,Governance and socio-economic measures,Economic measures,2020-03-11,Not applicable
PHL,Philippines,Lockdown,Partial lockdown,2020-03-26,Not available
PHL,Philippines,Movement restrictions,Curfews,2020-03-14,Up to detention
PHL,Philippines,Governance and socio-economic measures,Economic measures,2020-02-06,Not applicable
PHL,Philippines,Social distancing,Limit public gatherings,2020-03-24,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,,Not applicable
PHL,Philippines,Public health measures,Awareness campaigns,2020-03-17,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,2020-03-16,Not applicable
PHL,Philippines,Social distancing,Limit public gatherings,2020-03-11,Not available
PHL,Philippines,Public health measures,Strengthening the public health system,2020-01-22,Not applicable
PHL,Philippines,Movement restrictions,Visa restrictions,2020-01-31,Not applicable
PHL,Philippines,Public health measures,Introduction of quarantine policies,2020-02-06,Not applicable
PHL,Philippines,Public health measures,Testing policy,2020-01-30,Not applicable
PHL,Philippines,Social distancing,Limit public gatherings,2020-03-25,Not applicable
PHL,Philippines,Governance and socio-economic measures,Economic measures,2020-03-25,Not applicable
PHL,Philippines,Governance and socio-economic measures,Economic measures,2020-03-25,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,2020-03-25,Not applicable
PHL,Philippines,Social distancing,Limit public gatherings,2020-03-25,Not applicable
PHL,Philippines,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-25,Not applicable
PHL,Philippines,Public health measures,Amendments to funeral and burial regulations,2020-03-24,Not available
PHL,Philippines,Public health measures,Strengthening the public health system,2020-03-23,Not applicable
PHL,Philippines,Governance and socio-economic measures,Military deployment,2020-03-22,Not applicable
PHL,Philippines,Movement restrictions,Curfews,2020-03-22,Not applicable
PHL,Philippines,Governance and socio-economic measures,Economic measures,2020-03-21,Not applicable
PHL,Philippines,Governance and socio-economic measures,Economic measures,2020-03-16,Up to detention
PHL,Philippines,Governance and socio-economic measures,State of emergency declared,2020-03-16,Not applicable
PHL,Philippines,Movement restrictions,Domestic travel restrictions,2020-03-17,Up to detention
PHL,Philippines,Movement restrictions,Border closure,2020-03-22,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,2020-03-25,Up to detention
PHL,Philippines,Governance and socio-economic measures,Economic measures,2020-03-25,Not applicable
PHL,Philippines,Governance and socio-economic measures,Military deployment,2020-03-13,Not applicable
PHL,Philippines,Public health measures,Testing policy,,Not applicable
PHL,Philippines,Governance and socio-economic measures,State of emergency declared,2020-03-09,Not applicable
PHL,Philippines,Social distancing,Schools closure,2020-03-10,Not applicable
PHL,Philippines,Social distancing,Changes in prison-related policies,2020-03-11,Not applicable
PHL,Philippines,Movement restrictions,Border checks,2020-03-12,Not applicable
PHL,Philippines,Movement restrictions,Domestic travel restrictions,2020-03-17,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,,Not applicable
PHL,Philippines,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-27,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,2020-03-25,Not applicable
PHL,Philippines,Governance and socio-economic measures,Economic measures,2020-03-26,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,2020-03-31,Not applicable
PHL,Philippines,Governance and socio-economic measures,Economic measures,2020-03-30,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,2020-03-23,Not applicable
PHL,Philippines,Governance and socio-economic measures,Economic measures,,Not applicable
PHL,Philippines,Lockdown,Full lockdown,2020-04-01,Not available
PHL,Philippines,Movement restrictions,Surveillance and monitoring,,Not applicable
PHL,Philippines,Social distancing,Limit public gatherings,2020-04-02,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,2020-03-31,Not applicable
PHL,Philippines,Governance and socio-economic measures,Economic measures,2020-04-01,Not applicable
PHL,Philippines,Public health measures,strengthening the public health system,2020-04-01,Not applicable
PHL,Philippines,Public health measures,Mass population testing,2020-03-31,Not applicable
PHL,Philippines,Governance and socio-economic measures,Economic measures,2020-03-30,Not applicable
PHL,Philippines,Movement restrictions,Surveillance and monitoring,2020-03-30,Not applicable
PHL,Philippines,Public health measures,Amendments to funeral and burial regulations,2020-03-28,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,2020-03-27,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,2020-03-27,Not applicable
PHL,Philippines,Governance and socio-economic measures,Economic measures,2020-03-26,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,2020-04-01,Not applicable
PHL,Philippines,Governance and socio-economic measures,Economic measures,2020-03-30,Not applicable
PHL,Philippines,Movement restrictions,Surveillance and monitoring,,Not applicable
PHL,Philippines,Public health measures,Strengthening the public health system,2020-04-02,Not applicable
POL,Poland,Public health measures,Introduction of quarantine policies,2020-03-13,Fines
POL,Poland,Movement restrictions,International flights suspension,2020-03-13,Not applicable
POL,Poland,Social distancing,Schools closure,2020-03-12,Not applicable
POL,Poland,Social distancing,Limit public gatherings,2020-03-12,Not applicable
POL,Poland,Movement restrictions,Border checks,2020-03-15,Not applicable
POL,Poland,Social distancing,Limit public gatherings,2020-03-24,Fines
POL,Poland,Social distancing,Public services closure,2020-03-24,Fines
POL,Poland,Movement restrictions,Border closure,2020-03-15,Not applicable
POL,Poland,Social distancing,Public services closure,2020-03-14,Not available
POL,Poland,Governance and socio-economic measures,State of emergency declared,2020-03-13,Not applicable
POL,Poland,Movement restrictions,Surveillance and monitoring,2020-03-10,Not available
POL,Poland,Public health measures,Health screenings in airports and border crossings,2020-03-09,Not applicable
POL,Poland,Public health measures,General recommendations,2020-02-25,Not applicable
POL,Poland,Public health measures,Strengthening the public health system,2020-01-31,Not applicable
POL,Poland,Movement restrictions,Visa restrictions,2020-03-18,Not applicable
POL,Poland,Public health measures,General recommendations,,Not applicable
POL,Poland,Governance and socio-economic measures,Economic measures,,Not applicable
POL,Poland,Governance and socio-economic measures,Economic measures,2020-03-15,Not applicable
POL,Poland,Lockdown,Partial lockdown,2020-03-24,Not available
POL,Poland,Governance and socio-economic measures,Economic measures,2020-03-25,Not applicable
POL,Poland,Movement restrictions,Curfews,2020-03-24,fines
POL,Poland,Social distancing,Public services closure,2020-03-31,fines
POL,Poland,Social distancing,Public services closure,2020-03-31,fines
POL,Poland,Public health measures,Strengthening the public health system,2020-04-02,Not available
POL,Poland,Public health measures,General recommendations,2020-04-01,Not applicable
POL,Poland,Public health measures,General recommendations,2020-03-26,Not applicable
POL,Poland,Governance and socio-economic measures,Economic measures,2020-03-31,Not applicable
POL,Poland,Governance and socio-economic measures,Economic measures,2020-04-01,Not applicable
PRT,Portugal,Movement restrictions,International flights suspension,2020-03-10,Refusal to enter the country
PRT,Portugal,Movement restrictions,International flights suspension,2020-03-10,Not applicable
PRT,Portugal,Social distancing,Limit public gatherings,2020-03-16,Not available
PRT,Portugal,Movement restrictions,Visa restrictions,2020-03-16,Refusal to enter the country
PRT,Portugal,Social distancing,Schools closure,2020-03-16,Not applicable
PRT,Portugal,Public health measures,Strengthening the public health system,2020-03-16,Not applicable
PRT,Portugal,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-16,Not applicable
PRT,Portugal,Movement restrictions,International flights suspension,2020-03-15,
PRT,Portugal,Movement restrictions,Border closure,2020-03-15,
PRT,Portugal,Governance and socio-economic measures,State of emergency declared,2020-03-12,
PRT,Portugal,Movement restrictions,Border closure,2020-03-12,
PRT,Portugal,Social distancing,Limit public gatherings,2020-03-13,
PRT,Portugal,Governance and socio-economic measures,State of emergency declared,2020-03-22,
PRT,Portugal,Public health measures,Health screenings in airports and border crossings,2020-03-20,
PRT,Portugal,Governance and socio-economic measures,Economic measures,2020-03-21,
PRT,Portugal,Movement restrictions,Surveillance and monitoring,2020-03-20,
PRT,Portugal,Public health measures,Strengthening the public health system,2020-03-20,
PRT,Portugal,Social distancing,Public services closure,2020-03-20,
PRT,Portugal,Governance and socio-economic measures,Economic measures,2020-03-20,
PRT,Portugal,Movement restrictions,Surveillance and monitoring,2020-03-21,Not available
PRT,Portugal,Public health measures,Strengthening the public health system,2020-03-23,
PRT,Portugal,Public health measures,Awareness campaigns,2020-03-21,Not applicable
PRT,Portugal,Social distancing,Limit public gatherings,2020-03-21,Not applicable
PRT,Portugal,Movement restrictions,International flights suspension,2020-03-25,Not applicable
PRT,Portugal,Social distancing,Limit public gatherings,2020-03-12,Not available
PRT,Portugal,Social distancing,Limit public gatherings,2020-03-12,Not available
PRT,Portugal,Public health measures,Awareness campaigns,2020-03-28,Not applicable
PRT,Portugal,Public health measures,Strengthening the public health system,2020-03-29,Not applicable
PRT,Portugal,Public health measures,Strengthening the public health system,2020-03-26,Not applicable
PRT,Portugal,Public health measures,Strengthening the public health system,2020-03-29,Not applicable
PRT,Portugal,Public health measures,Awareness campaigns,2020-03-29,Not available
PRT,Portugal,Public health measures,Testing policy,2020-03-26,Not applicable
PRT,Portugal,Governance and socio-economic measures,Economic measures,2020-03-27,Not applicable
PRT,Portugal,Public health measures,General recommendations,2020-03-26,Not applicable
PRT,Portugal,Public health measures,Strengthening the public health system,2020-03-26,Not applicable
PRT,Portugal,Public health measures,Strengthening the public health system,2020-03-27,Not applicable
PRT,Portugal,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-28,Not applicable
PRT,Portugal,Governance and socio-economic measures,State of emergency declared,2020-04-03,Not available
PRT,Portugal,Movement restrictions,International flights suspension,2020-04-13,Refusal to enter the country
PRT,Portugal,Lockdown,Partial lockdown,2020-04-03,Fines
PRT,Portugal,Governance and socio-economic measures,Economic measures,2020-04-03,Legal action
PRT,Portugal,Governance and socio-economic measures,Economic measures,2020-04-03,Fines
PRT,Portugal,Social distancing,Limit public gatherings,2020-04-03,Fines
PRT,Portugal,Public health measures,Awareness campaigns,2020-04-03,Not applicable
PRT,Portugal,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-04-03,Not applicable
PRT,Portugal,Social distancing,Limit public gatherings,2020-04-03,Not applicable
PRT,Portugal,Governance and socio-economic measures,Economic measures,2020-04-03,Not applicable
PRT,Portugal,Public health measures,Strengthening the public health system,2020-04-03,Not applicable
PRT,Portugal,Governance and socio-economic measures,Economic measures,2020-04-03,Not applicable
PRT,Portugal,Public health measures,General recommendations,2020-04-03,Not applicable
PRT,Portugal,Social distancing,Changes in prison-related policies,2020-04-02,Not applicable
PRT,Portugal,Movement restrictions,Domestic travel restrictions,2020-04-09,Fines
QAT,Qatar,Social distancing,Schools closure,2020-03-09,Not applicable
QAT,Qatar,Public health measures,Awareness campaigns,2020-03-06,Not applicable
QAT,Qatar,Movement restrictions,Visa restrictions,2020-03-14,Not applicable
QAT,Qatar,Public health measures,Introduction of quarantine policies,2020-03-14,Not applicable
QAT,Qatar,Movement restrictions,International flights suspension,2020-03-18,
QAT,Qatar,Public health measures,Introduction of quarantine policies,2020-03-18,
QAT,Qatar,Social distancing,Public services closure,2020-03-18,
QAT,Qatar,Social distancing,Public services closure,2020-03-27,Not available
QAT,Qatar,Movement restrictions,Domestic travel restrictions,2020-03-27,Not available
QAT,Qatar,Social distancing,Limit public gatherings,2020-03-27,Not available
QAT,Qatar,Lockdown,Partial lockdown,2020-03-22,Not available
ROU,Romania,Public health measures,Introduction of quarantine policies,2020-03-14,
ROU,Romania,Social distancing,Limit public gatherings,2020-03-16,
ROU,Romania,Movement restrictions,International flights suspension,2020-03-09,
ROU,Romania,Movement restrictions,Visa restrictions,2020-03-09,
ROU,Romania,Governance and socio-economic measures,State of emergency declared,2020-03-16,
ROU,Romania,Public health measures,Introduction of quarantine policies,2020-03-15,
ROU,Romania,Public health measures,Strengthening the public health system,2020-03-15,
ROU,Romania,Movement restrictions,Border closure,2020-03-22,
ROU,Romania,Social distancing,Public services closure,2020-03-22,
ROU,Romania,Public health measures,Introduction of quarantine policies,2020-03-22,Arrest/Detention
ROU,Romania,Movement restrictions,Visa restrictions,2020-03-22,Not applicable
ROU,Romania,Movement restrictions,Curfews,2020-03-22,Not available
ROU,Romania,Social distancing,Limit public gatherings,2020-03-22,Not available
ROU,Romania,Public health measures,Introduction of quarantine policies,2020-03-25,
ROU,Romania,Public health measures,Introduction of quarantine policies,2020-03-25,
ROU,Romania,Governance and socio-economic measures,Military deployment,2020-03-25,
RUS,Russian Federation,Movement restrictions,Visa restrictions,2020-03-15,
RUS,Russian Federation,Movement restrictions,International flights suspension,2020-03-16,
RUS,Russian Federation,Public health measures,Introduction of quarantine policies,2020-03-16,
RUS,Russian Federation,Public health measures,Introduction of quarantine policies,2020-03-05,
RUS,Russian Federation,Social distancing,Limit public gatherings,2020-03-16,
RUS,Russian Federation,Movement restrictions,Border closure,2020-03-16,Not applicable
RUS,Russian Federation,Movement restrictions,Visa restrictions,2020-03-13,
RUS,Russian Federation,Movement restrictions,Visa restrictions,2020-03-18,Not applicable
RUS,Russian Federation,Movement restrictions,Border checks,2020-03-18,
RUS,Russian Federation,Movement restrictions,International flights suspension,2020-03-20,
RUS,Russian Federation,Public health measures,Strengthening the public health system,2020-03-21,
RUS,Russian Federation,Movement restrictions,Visa restrictions,2020-03-24,Not applicable
RUS,Russian Federation,Movement restrictions,International flights suspension,2020-03-23,Not applicable
RUS,Russian Federation,Public health measures,Introduction of quarantine policies,2020-03-26,Not available
RUS,Russian Federation,Public health measures,Introduction of quarantine policies,2020-03-30,Not available
RUS,Russian Federation,Public health measures,Introduction of quarantine policies,2020-03-30,Not available
RUS,Russian Federation,Movement restrictions,Border closure,2020-03-30,
RUS,Russian Federation,Public health measures,Introduction of quarantine policies,2020-03-30,
RWA,Rwanda,Social distancing,Limit public gatherings,2020-03-14,
RWA,Rwanda,Social distancing,Schools closure,2020-03-14,
RWA,Rwanda,Public health measures,Health screenings in airports and border crossings,2020-03-14,
RWA,Rwanda,Public health measures,Introduction of quarantine policies,2020-02-27,
RWA,Rwanda,Public health measures,Health screenings in airports and border crossings,2020-02-27,
RWA,Rwanda,Public health measures,Strengthening the public health system,2020-02-27,
RWA,Rwanda,Public health measures,Awareness campaigns,2020-02-27,
RWA,Rwanda,Public health measures,Strengthening the public health system,2020-03-06,
RWA,Rwanda,Public health measures,Health screenings in airports and border crossings,2020-03-08,
RWA,Rwanda,Public health measures,Introduction of quarantine policies,2020-03-08,
RWA,Rwanda,Movement restrictions,Surveillance and monitoring,2020-03-08,
RWA,Rwanda,Social distancing,Limit public gatherings,2020-03-08,
RWA,Rwanda,Public health measures,General recommendations,2020-03-15,
RWA,Rwanda,Social distancing,Schools closure,2020-03-17,
RWA,Rwanda,Movement restrictions,International flights suspension,2020-03-20,
RWA,Rwanda,Public health measures,Introduction of quarantine policies,2020-03-19,
RWA,Rwanda,Lockdown,Partial lockdown,2020-03-21,
RWA,Rwanda,Movement restrictions,Border closure,2020-03-20,
RWA,Rwanda,Social distancing,Limit public gatherings,2020-03-20,
RWA,Rwanda,Movement restrictions,Domestic travel restrictions,2020-03-23,
SAU,Saudi Arabia,Movement restrictions,International flights suspension,2020-03-15,Not applicable
SAU,Saudi Arabia,Movement restrictions,Additional health/documents requirements upon arrival,2020-03-12,Not applicable
SAU,Saudi Arabia,Movement restrictions,International flights suspension,2020-03-12,Not applicable
SAU,Saudi Arabia,Movement restrictions,Visa restrictions,2020-03-12,Not applicable
SAU,Saudi Arabia,Public health measures,Awareness campaigns,2020-03-14,Not applicable
SAU,Saudi Arabia,Movement restrictions,International flights suspension,2020-03-12,Not applicable
SAU,Saudi Arabia,Movement restrictions,International flights suspension,2020-03-12,Not applicable
SAU,Saudi Arabia,Movement restrictions,Visa restrictions,2020-03-12,Not applicable
SAU,Saudi Arabia,Movement restrictions,International flights suspension,2020-03-12,Not applicable
SAU,Saudi Arabia,Movement restrictions,International flights suspension,2020-03-10,Not applicable
SAU,Saudi Arabia,Movement restrictions,Visa restrictions,2020-03-10,Not applicable
SAU,Saudi Arabia,Movement restrictions,International flights suspension,2020-03-10,Not applicable
SAU,Saudi Arabia,Movement restrictions,Visa restrictions,2020-03-09,Not applicable
SAU,Saudi Arabia,Movement restrictions,International flights suspension,2020-03-09,Not applicable
SAU,Saudi Arabia,Movement restrictions,Visa restrictions,2020-03-07,Not applicable
SAU,Saudi Arabia,Movement restrictions,Additional health/documents requirements upon arrival,2020-03-07,Not applicable
SAU,Saudi Arabia,Movement restrictions,Visa restrictions,2020-03-07,Not applicable
SAU,Saudi Arabia,Movement restrictions,Visa restrictions,2020-03-27,Not applicable
SAU,Saudi Arabia,Movement restrictions,Visa restrictions,2020-03-27,Not applicable
SAU,Saudi Arabia,Movement restrictions,Visa restrictions,2020-03-27,Not applicable
SAU,Saudi Arabia,Movement restrictions,Border closure,2020-03-07,Not applicable
SAU,Saudi Arabia,Social distancing,Schools closure,2020-03-09,Not applicable
SAU,Saudi Arabia,Movement restrictions,Visa restrictions,2020-03-27,Not applicable
SAU,Saudi Arabia,Social distancing,Limit public gatherings,2020-03-14,Not applicable
SAU,Saudi Arabia,Social distancing,Schools closure,2020-03-16,
SAU,Saudi Arabia,Social distancing,Public services closure,2020-03-16,
SAU,Saudi Arabia,Social distancing,Public services closure,2020-03-21,
SAU,Saudi Arabia,Movement restrictions,International flights suspension,2020-03-15,
SAU,Saudi Arabia,Movement restrictions,Border closure,2020-03-21,
SAU,Saudi Arabia,Movement restrictions,Curfews,2020-03-23,Not available
SAU,Saudi Arabia,Lockdown,Partial lockdown,2020-03-25,Not available
SAU,Saudi Arabia,Movement restrictions,Domestic travel restrictions,2020-03-26,Not available
SAU,Saudi Arabia,Movement restrictions,International flights suspension,2020-03-28,Not applicable
SEN,Senegal,Social distancing,Schools closure,2020-03-16,Not applicable
SEN,Senegal,Social distancing,Limit public gatherings,2020-03-14,Not applicable
SEN,Senegal,Public health measures,Awareness campaigns,2020-03-14,Not applicable
SEN,Senegal,Social distancing,Schools closure,2020-03-14,
SRB,Serbia,Movement restrictions,Border closure,2020-03-15,
SRB,Serbia,Movement restrictions,Border closure,2020-03-15,
SRB,Serbia,Governance and socio-economic measures,State of emergency declared,2020-03-15,
SRB,Serbia,Social distancing,Schools closure,2020-03-17,
SRB,Serbia,Public health measures,Introduction of quarantine policies,2020-03-15,
SRB,Serbia,Movement restrictions,Border checks,2020-03-15,
SRB,Serbia,Public health measures,General recommendations,2020-02-26,Not applicable
SRB,Serbia,Movement restrictions,International flights suspension,,Not applicable
SRB,Serbia,Movement restrictions,Border closure,,Not applicable
SRB,Serbia,Governance and socio-economic measures,State of emergency declared,2020-04-03,Not applicable
SRB,Serbia,Movement restrictions,Curfews,2020-04-03,Not available
SRB,Serbia,Public health measures,Strengthening the public health system,2020-04-03,Not applicable
SRB,Serbia,Public health measures,Awareness campaigns,2020-04-03,Not applicable
SRB,Serbia,Social distancing,Schools closure,2020-04-03,Not applicable
SRB,Serbia,Social distancing,Public services closure,2020-04-03,Not applicable
SLE,Sierra Leone,Public health measures,Introduction of quarantine policies,2020-03-16,
SLE,Sierra Leone,Public health measures,Health screenings in airports and border crossings,2020-02-19,
SLE,Sierra Leone,Movement restrictions,International flights suspension,2020-03-16,
SLE,Sierra Leone,Social distancing,Limit public gatherings,2020-03-16,
SLE,Sierra Leone,Public health measures,General recommendations,2020-03-16,
SLE,Sierra Leone,Governance and socio-economic measures,Military deployment,2020-03-16,
SLE,Sierra Leone,Movement restrictions,International flights suspension,2020-03-22,
SLE,Sierra Leone,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-16,
SLE,Sierra Leone,Public health measures,General recommendations,2020-03-16,
SLE,Sierra Leone,Public health measures,Introduction of quarantine policies,2020-03-21,
SLE,Sierra Leone,Public health measures,Introduction of quarantine policies,2020-03-21,
SLE,Sierra Leone,Movement restrictions,Border closure,2020-03-28,
SLE,Sierra Leone,Governance and socio-economic measures,State of emergency declared,2020-03-25,
SVK,Slovakia,Movement restrictions,Border closure,2020-03-12,Not applicable
SVK,Slovakia,Public health measures,Introduction of quarantine policies,2020-03-12,Fines
SVK,Slovakia,Movement restrictions,International flights suspension,,Not applicable
SVK,Slovakia,Movement restrictions,Border closure,,Not applicable
SVK,Slovakia,Governance and socio-economic measures,State of emergency declared,2020-03-12,Not applicable
SVK,Slovakia,Social distancing,Limit public gatherings,2020-03-12,Not available
SVK,Slovakia,Social distancing,Schools closure,2020-03-12,Not applicable
SVK,Slovakia,Social distancing,Public services closure,2020-03-12,Fines
SVK,Slovakia,Social distancing,Limit public gatherings,2020-03-12,Not applicable
SVK,Slovakia,Governance and socio-economic measures,Limit product imports/exports,2020-03-25,Not applicable
SVK,Slovakia,Public health measures,Strengthening the public health system,2020-03-24,Not applicable
SVK,Slovakia,Governance and socio-economic measures,Military deployment,2020-03-24,Not applicable
SVK,Slovakia,Social distancing,Public services closure,2020-03-24,Not applicable
SVK,Slovakia,Social distancing,Limit public gatherings,2020-03-24,Not applicable
SVK,Slovakia,Public health measures,Strengthening the public health system,2020-03-24,Not applicable
SVK,Slovakia,Public health measures,General recommendations,,Not applicable
SVK,Slovakia,Social distancing,Limit public gatherings,2020-03-25,Not available
SVK,Slovakia,Public health measures,Strengthening the public health system,2020-03-30,Not applicable
SVK,Slovakia,Public health measures,Strengthening the public health system,2020-03-27,Not applicable
SVK,Slovakia,Social distancing,Public services closure,2020-03-30,Not available
SVK,Slovakia,Social distancing,Limit public gatherings,,Not applicable
SVK,Slovakia,Governance and socio-economic measures,Economic measures,2020-03-30,Not applicable
SVK,Slovakia,Governance and socio-economic measures,Economic measures,2020-03-30,Not applicable
SVK,Slovakia,Governance and socio-economic measures,Economic measures,2020-03-30,Not applicable
SVN,Slovenia,Public health measures,Health screenings in airports and border crossings,,Not applicable
SVN,Slovenia,Movement restrictions,Additional health/documents requirements upon arrival,,Not applicable
SVN,Slovenia,Movement restrictions,Border closure,,Not applicable
SVN,Slovenia,Movement restrictions,Border closure,2020-03-31,Not available
SVN,Slovenia,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-16,Not applicable
SVN,Slovenia,Movement restrictions,Border checks,2020-03-19,Refusal to enter the country
SVN,Slovenia,Lockdown,Partial lockdown,2020-03-19,Not available
SVN,Slovenia,Social distancing,Limit public gatherings,2020-03-19,Not available
SVN,Slovenia,Governance and socio-economic measures,Economic measures,2020-03-19,Not applicable
SVN,Slovenia,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-08,Not applicable
SVN,Slovenia,Public health measures,Strengthening the public health system,2020-03-23,Not applicable
SVN,Slovenia,Governance and socio-economic measures,Emergency administrative structures activated or established,2020-03-28,Not applicable
SVN,Slovenia,Public health measures,Strengthening the public health system,2020-03-28,Not available
SVN,Slovenia,Movement restrictions,International flights suspension,2020-03-28,Not applicable
SVN,Slovenia,Governance and socio-economic measures,Economic measures,2020-03-29,Not applicable
SVN,Slovenia,Public health measures,Strengthening the public health system,2020-03-15,Not applicable
SVN,Slovenia,Governance and socio-economic measures,Economic measures,2020-03-14,Not applicable
SVN,Slovenia,Governance and socio-economic measures,Economic measures,2020-04-03,Not applicable
SVN,Slovenia,Public health measures,Testing policy,2020-03-14,Not applicable
SVN,Slovenia,Public health measures,Awareness campaigns,2020-03-09,Not applicable
SVN,Slovenia,Social distancing,Limit public gatherings,2020-03-10,Other (add in comments)
SVN,Slovenia,Public health measures,Awareness campaigns,2020-03-10,Not applicable
SVN,Slovenia,Public health measures,General recommendations,2020-03-10,Not applicable
SVN,Slovenia,Movement restrictions,Surveillance and monitoring,2020-03-10,Not applicable
